                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,                0.11096,                0.22656,                0.45149,                0.04522,              0.0078582,              0.0060326,              0.0039764,              0.0010474,              0.0019862,             0.00085613,               0.001043,             0.00014136,                0.10873,                0.10295,                0.70799,               0.043978,               0.070353,              0.0032941,              0.0032941
                      0,               0.026549,              0.0092879,               0.013437,               0.003576,              0.0058997,               0.002064,              0.0031438,             0.00046261,                0.00409,              0.0027211,              0.0020595,             0.00041162,               0.002045,              0.0013605,              0.0010284,             0.00010284,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079397,               0.012121,             0.00040893,             0.00020217,                      0,                      0,                      0,                      0
                      1,                0.10982,                0.18077,                0.47597,               0.044803,              0.0043797,              0.0057253,              0.0022261,             0.00050542,             0.00026709,               0.000258,             0.00013439,             1.3439e-05,                0.11067,                0.17189,                0.68119,               0.044499,                0.04035,              0.0066248,              0.0066248
                      1,               0.016026,                0.01548,              0.0081498,              0.0019462,              0.0010684,               0.001032,             0.00053755,             5.3755e-05,             0.00077821,              0.0013605,             0.00039078,             3.9078e-05,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007148,              0.0060606,             0.00036396,             3.6396e-05,                      0,                      0,                      0,                      0
                      2,                  0.109,                0.15351,                0.45903,               0.044477,               0.002833,               0.010189,               0.001465,             0.00031892,              0.0012837,              0.0048363,             0.00066148,             0.00011495,                0.13394,                 2.7104,                0.47277,               0.055275,               0.010345,              0.0099529,              0.0099529
                      2,               0.007866,               0.016512,              0.0040345,              0.0010067,               0.003418,              0.0072239,              0.0017737,             0.00032932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034659,               0.024242,              0.0018253,             0.00026897,              0.0017167,               0.012121,             0.00087228,             0.00013046
                      3,                0.10822,                0.12899,                0.49674,               0.044103,              0.0020518,              0.0030631,             0.00072709,             0.00017226,             0.00048433,               0.001032,             0.00024375,             4.1461e-05,                0.14869,                    nan,                0.61492,                0.13201,              0.0099881,              0.0099881,              0.0099881
                      3,              0.0052762,               0.006192,              0.0023435,             0.00046307,              0.0019373,               0.004128,             0.00097499,             0.00016584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002931,              0.0060606,              0.0005649,             0.00022596,                      0,                      0,                      0,                      0
                      4,                0.10649,                 0.1135,                0.48186,               0.043727,              0.0012194,              0.0018881,              0.0006149,             0.00012744,             0.00032856,             0.00034014,             0.00012689,             1.2689e-05,                0.14612,                 6.8562,                0.31045,                0.11462,              0.0099881,              0.0099881,              0.0099881
                      4,              0.0038785,               0.006192,               0.001952,             0.00035751,                      0,                      0,                      0,                      0,               0.000999,              0.0013605,             0.00050756,             0.00015227,              0.0013143,              0.0013605,             0.00050756,             5.0756e-05,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                      5,                0.10446,                0.10271,                0.47715,               0.043325,              0.0066028,               0.013158,              0.0035365,             0.00096311,              0.0016284,              0.0067466,             0.00082743,             0.00016614,                0.12209,                0.12161,                0.49392,                0.04389,              0.0099842,              0.0099842,              0.0099842
                      5,               0.026411,               0.052632,               0.014146,              0.0038525,              0.0051787,                0.01032,               0.002631,             0.00052882,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013351,               0.016667,             0.00067875,             0.00013575,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                      6,                 0.1015,               0.090061,                0.44757,               0.041891,               0.010999,               0.026441,              0.0062042,              0.0013401,              0.0049211,              0.0093372,              0.0026889,             0.00046128,               0.096832,               0.088611,                0.63023,               0.040796,              0.0099802,              0.0099802,              0.0099802
                      6,               0.024699,               0.042312,               0.014704,              0.0036793,                0.01747,               0.029928,              0.0096385,              0.0017334,              0.0058078,               0.014966,              0.0030081,             0.00054212,             0.00052798,              0.0013605,             0.00026825,             2.6825e-05,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013491,               0.048485,              0.0071047,              0.0011391,              0.0016863,              0.0060606,             0.00084871,             8.4871e-05
                      7,               0.098217,               0.084827,                 0.4438,               0.039069,              0.0085801,               0.031816,               0.006351,              0.0011556,               0.014376,               0.022671,              0.0088814,              0.0017854,               0.096689,               0.089672,                0.84914,               0.035919,              0.0099762,              0.0099762,              0.0099762
                      7,               0.028333,                 0.1259,               0.022208,              0.0043028,               0.019043,               0.084623,               0.016093,              0.0032551,               0.005988,              0.0013605,              0.0031954,             0.00031954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.038462,              0.0060606,               0.019432,              0.0038865
                      8,               0.097112,               0.081417,                0.40008,               0.035827,               0.012389,               0.057534,              0.0085017,                0.00194,              0.0058889,               0.027348,              0.0032968,             0.00073059,               0.095017,               0.084864,                0.61412,               0.031596,              0.0099723,              0.0099723,              0.0099723
                      8,               0.049556,                0.23013,               0.034007,              0.0077598,               0.023556,                0.10939,               0.013187,              0.0029224,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                      9,               0.096086,               0.082261,                0.42999,               0.032664,               0.012222,                0.05676,               0.010868,              0.0023412,              0.0079444,               0.036894,              0.0054317,              0.0011117,               0.096031,                0.08444,                0.61374,               0.028898,              0.0099683,              0.0099683,              0.0099683
                      9,               0.048889,                0.22704,               0.043471,              0.0093648,               0.031778,                0.14757,               0.021727,              0.0044468,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     10,               0.094912,               0.082453,                0.42231,               0.030814,                0.05389,                0.07007,               0.031468,               0.005029,               0.033453,               0.047202,               0.019452,              0.0035038,               0.093939,                0.08378,                0.55693,               0.029773,              0.0099644,              0.0099644,              0.0099644
                     10,               0.059311,                0.27348,               0.042998,               0.010155,               0.040063,                0.18473,               0.026213,              0.0057033,                0.15625,              0.0068027,               0.082874,              0.0099613,                0.09375,              0.0040816,               0.051596,              0.0083118,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     11,                 0.0941,               0.081341,                0.43058,               0.029236,               0.029707,               0.066823,               0.018122,              0.0052369,               0.020031,               0.047332,               0.012368,              0.0031484,               0.094081,               0.086193,                0.55788,                0.02949,              0.0099604,              0.0099604,              0.0099604
                     11,               0.055609,                0.23736,               0.039001,              0.0099024,               0.039894,                0.17028,               0.028035,              0.0064538,               0.063218,               0.029932,               0.033487,               0.011045,                0.04023,               0.019048,               0.021436,              0.0061396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     12,               0.093189,               0.080775,                0.40866,               0.028217,               0.030461,               0.060396,                0.01819,              0.0046127,               0.018141,               0.042969,               0.010579,              0.0023238,                0.09601,               0.085801,                0.55538,               0.029965,              0.0099564,              0.0099564,              0.0099564
                     12,               0.050094,                0.21981,                0.03486,              0.0097575,               0.036689,                0.16099,               0.023874,              0.0055891,               0.071749,               0.021769,               0.037898,              0.0086932,               0.035874,               0.010884,               0.018441,              0.0037059,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     13,               0.092235,               0.078926,                0.41637,               0.028266,               0.062191,               0.082599,               0.043602,               0.012607,               0.044299,               0.064655,               0.028748,              0.0070223,               0.095172,               0.092265,                0.54674,               0.027401,              0.0099525,              0.0099525,              0.0099525
                     13,               0.053549,                0.19298,               0.034958,              0.0094559,               0.043415,                0.16202,               0.026964,              0.0073405,                0.19522,                0.13741,                0.13945,               0.040972,                0.13378,               0.096599,               0.088027,               0.020749,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     14,               0.090537,               0.078684,                0.39528,               0.027026,               0.055538,               0.095884,               0.037454,               0.010894,               0.032032,               0.060103,               0.020904,              0.0049553,               0.090041,               0.083921,                0.56659,               0.026473,              0.0099485,              0.0099485,              0.0099485
                     14,               0.074242,                0.32095,               0.065885,               0.020102,               0.047744,                 0.2064,               0.040062,                0.01021,                0.14791,               0.062585,               0.083931,               0.023474,               0.080386,               0.034014,               0.043553,              0.0096117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     15,               0.090406,               0.078327,                0.41184,               0.027481,               0.067065,                0.11056,               0.041102,               0.011671,                0.04139,               0.071587,               0.024211,              0.0061862,               0.088806,               0.083299,                0.54787,               0.027032,              0.0099446,              0.0099446,              0.0099446
                     15,                0.11352,                0.24768,               0.074414,               0.023349,               0.079917,                 0.1775,               0.051082,               0.014265,                0.15474,                0.19456,               0.089994,               0.023336,               0.085643,                0.10884,               0.045761,                0.01048,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     16,               0.088927,               0.078863,                0.41239,               0.026192,               0.066276,                0.10856,               0.039786,               0.011054,               0.044366,               0.074952,               0.025268,              0.0069485,               0.086771,               0.080767,                0.54762,               0.027212,              0.0099406,              0.0099406,              0.0099406
                     16,                0.11579,                0.26419,                0.07889,               0.024173,               0.085483,                0.19505,               0.055195,               0.017495,                0.14932,                0.17007,               0.080253,               0.020045,                0.09198,                0.10476,               0.045878,               0.010299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     17,               0.087003,               0.077474,                0.43476,               0.025685,               0.085988,                0.13457,               0.060723,               0.017324,               0.070489,                0.09801,               0.043695,               0.012025,               0.086136,               0.080067,                0.54718,               0.025837,              0.0099366,              0.0099366,              0.0099366
                     17,                 0.1564,                0.28793,                 0.1085,               0.031768,                0.14264,                0.23013,               0.096293,               0.027559,                0.18755,                0.25034,                0.13439,               0.037529,                0.13932,                 0.1619,               0.078489,                0.02054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     18,               0.086182,               0.076332,                 0.4169,               0.025374,                0.32849,                0.12923,               0.082126,               0.020645,                0.31026,               0.095572,               0.040354,               0.011562,               0.086379,               0.080891,                0.55044,               0.026254,              0.0099327,              0.0099327,              0.0099327
                     18,                0.13573,                0.20537,               0.097568,               0.030419,                0.12249,                0.17957,               0.076639,               0.021348,                0.17825,                0.31156,                0.14627,               0.043692,                0.11856,                0.20272,               0.084776,               0.024899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                0.08467,               0.008467,                      1,                      0,                      0,                      0
                     19,               0.085721,               0.075932,                0.41737,               0.025476,                0.34275,                0.14534,               0.068998,                0.02063,                0.32832,               0.093377,               0.046978,               0.013683,               0.083416,               0.079719,                0.54678,                0.02522,              0.0099287,              0.0099287,              0.0099287
                     19,                0.18502,                0.31063,                0.13997,               0.042374,                0.16598,                0.21569,                0.10116,               0.029587,                  0.186,                0.27075,                0.13602,               0.040146,                0.14729,                0.15782,               0.086749,               0.025147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                      0,                      0,                      1,                      0,                      0,                      0
                     20,               0.081764,               0.073721,                0.40613,               0.024584,                0.33272,                0.10084,               0.060855,               0.018608,                0.30567,               0.074518,               0.035922,                0.01056,               0.084284,               0.081535,                0.56537,               0.025898,              0.0099248,              0.0099248,              0.0099248
                     20,                 0.1487,                0.26729,                0.13089,               0.039666,               0.097721,                0.19195,               0.077783,               0.023233,                0.18219,                0.13605,               0.096211,               0.033136,                0.12498,                0.10612,               0.065906,               0.019005,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.016315,              0.0016315,                      1,                      0,                      0,                      0
                     21,               0.083842,               0.075408,                0.43671,               0.023945,                0.33982,                0.11894,               0.059506,               0.018025,                0.33426,               0.088194,                0.04774,               0.014078,               0.090707,               0.085504,                0.51412,               0.027711,              0.0099208,              0.0099208,              0.0099208
                     21,                0.19285,                0.17234,                0.10564,               0.031369,                0.20635,                0.15583,                0.10268,                0.03103,                0.16642,                 0.3034,                0.13238,               0.040732,                0.13067,                0.19695,               0.088284,               0.025281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                      0,                      0,                      1,                      0,                      0,                      0
                     22,               0.082251,               0.075647,                0.41707,               0.023713,                0.33561,                 0.1307,                0.06577,               0.021166,                0.33254,               0.088111,               0.053887,               0.016734,               0.083296,               0.078454,                 0.5406,               0.024754,              0.0099168,              0.0099168,              0.0099168
                     22,                0.17773,                0.30237,                0.14658,               0.048786,                0.17744,                0.21775,                0.13069,               0.041692,                0.16471,                0.22041,                 0.1165,                0.03588,                0.15274,                0.13469,               0.084858,               0.025243,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                      0,                      0,                      1,                      0,                      0,                      0
                     23,                0.08121,               0.073485,                0.41897,                0.02282,               0.084487,                0.14592,               0.064562,               0.020109,               0.076169,                0.10867,               0.052285,               0.015208,               0.083111,               0.079077,                0.61111,               0.024225,              0.0099129,              0.0099129,              0.0099129
                     23,                0.18855,                0.24355,                0.12783,               0.042055,                 0.1941,                0.21156,                0.12177,               0.037494,                 0.1494,                0.34014,                0.13041,                0.03838,                0.11057,                0.22313,               0.087368,               0.023339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0
                     24,               0.079318,               0.073813,                0.38492,               0.022112,                0.35179,                 0.1295,               0.081285,               0.028917,                 0.3352,               0.099757,                 0.0619,               0.020072,               0.079985,               0.079779,                0.54586,               0.025008,              0.0099089,              0.0099089,              0.0099089
                     24,                0.22084,                0.30031,                0.17994,               0.063376,                0.19845,                0.24665,                0.14211,               0.046063,                0.18631,                0.21769,                0.11943,               0.041031,                0.14237,                0.15238,               0.079723,                0.02473,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.025771,               0.011259,                      1,                      0,               0.025771,              0.0094954
                     25,                0.07873,               0.071965,                0.40128,               0.023227,                0.37771,                0.14296,               0.099485,                0.03403,                0.35774,                0.10299,               0.077378,               0.024204,                0.07879,               0.077488,                0.55135,               0.023871,               0.009905,               0.009905,               0.009905
                     25,                 0.2398,                0.34056,                0.20482,               0.070423,                0.20307,                0.24871,                0.15501,               0.051998,                0.27106,                0.23129,                0.17375,               0.057063,                0.22788,                0.16327,                0.13513,               0.038119,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.019373,              0.0086347,                      1,                      0,               0.019373,              0.0066974
                     26,               0.077853,               0.072071,                0.39368,               0.022479,                0.36127,                0.15439,               0.097974,               0.029217,                0.36317,                0.10636,               0.080985,               0.023634,               0.080231,               0.076602,                0.54396,               0.022775,               0.009901,               0.009901,               0.009901
                     26,                0.24893,                0.32095,                0.20038,               0.061203,                0.26584,                0.23633,                0.17748,               0.055254,                0.19616,                 0.2966,                 0.1596,               0.047646,                0.18684,                0.18912,                0.11454,               0.031262,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                0.03192,              0.0080181,                      1,                      0,                0.03192,              0.0080181
                     27,               0.078282,               0.072262,                0.42672,               0.023898,                0.35928,                0.15401,                0.11627,               0.046933,                0.36755,                0.11071,                0.10519,               0.035926,               0.077701,               0.075777,                0.55987,               0.023424,               0.009897,               0.009897,               0.009897
                     27,                0.23827,                0.32216,                0.20068,               0.073173,                0.26249,                0.24149,                 0.1884,               0.063335,                0.19883,                0.29388,                0.16761,               0.056862,                0.20773,                0.20136,                0.13556,               0.042028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.096782,               0.057696,                      1,                      0,               0.096782,                0.03834
                     28,               0.078118,               0.073671,                0.42522,               0.022494,                0.37381,                0.17776,                 0.1176,               0.041556,                0.38431,                0.12754,                0.10259,               0.032586,               0.076039,               0.076041,                0.53355,               0.022131,              0.0098931,              0.0098931,              0.0098931
                     28,                0.26035,                0.40356,                0.25267,               0.091216,                0.28869,                0.30857,                0.22403,               0.079012,                0.23491,                0.30748,                 0.1887,               0.063365,                0.24854,                 0.2016,                 0.1573,               0.042603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.029038,                0.01164,                      1,                      0,               0.029038,              0.0087281
                     29,               0.076443,               0.072672,                0.42929,               0.022291,                0.43085,                0.15628,                 0.1391,                0.04816,                0.42483,                0.12535,                0.11336,                0.03183,               0.076814,               0.075916,                0.53513,                0.02154,              0.0098891,              0.0098891,              0.0098891
                     29,                0.29242,                0.39112,                0.25874,               0.087607,                0.27187,                0.30547,                0.20214,               0.061787,                  0.431,                0.23401,                0.27567,               0.096251,                0.42744,                0.19592,                0.22931,               0.058948,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.021986,              0.0087834,                      1,                      0,               0.021986,              0.0065848
                     30,               0.073655,               0.069254,                0.40474,               0.021038,                0.41351,                0.16567,                0.13167,               0.046536,                0.39714,                0.11878,                 0.1032,               0.030928,                0.07659,               0.074793,                 0.5217,                0.02237,              0.0098852,              0.0098852,              0.0098852
                     30,                0.21144,                0.47472,                0.24738,               0.086646,                0.16115,                0.32817,                0.18137,               0.059362,                 0.4426,                0.18798,                0.25817,               0.093873,                0.42741,                0.14694,                0.21031,               0.060125,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.021128,              0.0056259,                      1,                      0,               0.021128,              0.0042256
                     31,               0.074726,                0.07076,                0.41771,               0.021342,                0.39238,                 0.1557,                0.11125,               0.041091,                0.38527,                0.12839,               0.097598,                0.03197,                0.07616,               0.074724,                0.54209,               0.023064,              0.0098812,              0.0098812,              0.0098812
                     31,                0.33073,                0.27451,                0.22202,               0.081441,                 0.3287,                0.23736,                0.20512,               0.069592,                0.23878,                 0.3483,                0.20709,                0.07265,                 0.2124,                0.27619,                0.16936,               0.051198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,               0.015915,               0.010273,                      1,                      0,               0.015915,              0.0070899
                     32,               0.075417,               0.071952,                0.42968,               0.020179,                0.42161,                 0.1676,                0.14998,               0.055254,                0.41491,                0.13199,                0.12395,               0.036409,               0.074317,               0.073577,                0.53952,               0.021017,              0.0098772,              0.0098772,              0.0098772
                     32,                0.32931,                0.33437,                0.25293,               0.093599,                 0.3381,                0.27761,                0.22074,                0.07262,                0.35713,                0.33605,                0.32084,                0.11825,                0.32154,                0.25034,                0.24892,               0.065161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      1,                      0,                0.02614,              0.0091656,                      1,                      0,                0.02614,              0.0078553
                     33,               0.071403,               0.069582,                0.40588,               0.020513,                0.40186,                0.16922,                0.13386,               0.048207,                0.40663,                0.13255,                0.11341,                0.03709,               0.073704,                0.07382,                0.54955,               0.021068,              0.0098733,              0.0098733,              0.0098733
